id,title,links,published_date,rating,quality,genre,short_description,date_crawl
post-18846,Những Kẻ Theo Dõi,https://ohitv.info/phim-le/nhung-ke-theo-doi/,2024-06-06,0.0,,Phim Chiếu Rạp,"Mina, một họa sĩ 28 tuổi, quyết định đi dạo trong khu rừng hoang sơ ở phía tây Ireland để tìm cảm hứng cho các tác phẩm nghệ thuật của mình. Tuy ...",2024-09-17
post-18846,Những Kẻ Theo Dõi,https://ohitv.info/phim-le/nhung-ke-theo-doi/,2024-06-06,0.0,,Phim Gây Cấn,"Mina, một họa sĩ 28 tuổi, quyết định đi dạo trong khu rừng hoang sơ ở phía tây Ireland để tìm cảm hứng cho các tác phẩm nghệ thuật của mình. Tuy ...",2024-09-17
post-18846,Những Kẻ Theo Dõi,https://ohitv.info/phim-le/nhung-ke-theo-doi/,2024-06-06,0.0,,Phim Kinh Dị,"Mina, một họa sĩ 28 tuổi, quyết định đi dạo trong khu rừng hoang sơ ở phía tây Ireland để tìm cảm hứng cho các tác phẩm nghệ thuật của mình. Tuy ...",2024-09-17
post-21613,Những Gã Trai Hư: Chơi Hay Bị Xơi,https://ohitv.info/phim-le/nhung-ga-trai-hu-choi-hay-bi-xoi/,2024-06-05,7.0,1080p,Phim Chiếu Rạp,"Những Gã Trai Hư: Chơi Hay Bị Xơi là phần tiếp theo đầy kịch tính và hành động của loạt phim nổi tiếng, tiếp tục theo chân hai thám tử ...",2024-09-17
post-21613,Những Gã Trai Hư: Chơi Hay Bị Xơi,https://ohitv.info/phim-le/nhung-ga-trai-hu-choi-hay-bi-xoi/,2024-06-05,7.0,1080p,Phim Gây Cấn,"Những Gã Trai Hư: Chơi Hay Bị Xơi là phần tiếp theo đầy kịch tính và hành động của loạt phim nổi tiếng, tiếp tục theo chân hai thám tử ...",2024-09-17
post-21613,Những Gã Trai Hư: Chơi Hay Bị Xơi,https://ohitv.info/phim-le/nhung-ga-trai-hu-choi-hay-bi-xoi/,2024-06-05,7.0,1080p,Phim Hài,"Những Gã Trai Hư: Chơi Hay Bị Xơi là phần tiếp theo đầy kịch tính và hành động của loạt phim nổi tiếng, tiếp tục theo chân hai thám tử ...",2024-09-17
post-21613,Những Gã Trai Hư: Chơi Hay Bị Xơi,https://ohitv.info/phim-le/nhung-ga-trai-hu-choi-hay-bi-xoi/,2024-06-05,7.0,1080p,Phim Hành Động,"Những Gã Trai Hư: Chơi Hay Bị Xơi là phần tiếp theo đầy kịch tính và hành động của loạt phim nổi tiếng, tiếp tục theo chân hai thám tử ...",2024-09-17
post-21613,Những Gã Trai Hư: Chơi Hay Bị Xơi,https://ohitv.info/phim-le/nhung-ga-trai-hu-choi-hay-bi-xoi/,2024-06-05,7.0,1080p,Phim Hình Sự,"Những Gã Trai Hư: Chơi Hay Bị Xơi là phần tiếp theo đầy kịch tính và hành động của loạt phim nổi tiếng, tiếp tục theo chân hai thám tử ...",2024-09-17
post-22105,Bẫy Nuốt Mạng,https://ohitv.info/phim-le/bay-nuot-mang/,2024-05-29,6.7,1080p,Phim Chiếu Rạp,"Bẫy Nuốt Mạng mở màn với hàng loạt sự cố chết người gây xôn xao dư luận Hàn Quốc. Tuy nhiên, đằng sau những tai nạn ngẫu nhiên này là một cái ...",2024-09-17
post-22105,Bẫy Nuốt Mạng,https://ohitv.info/phim-le/bay-nuot-mang/,2024-05-29,6.7,1080p,Phim Gây Cấn,"Bẫy Nuốt Mạng mở màn với hàng loạt sự cố chết người gây xôn xao dư luận Hàn Quốc. Tuy nhiên, đằng sau những tai nạn ngẫu nhiên này là một cái ...",2024-09-17
post-22105,Bẫy Nuốt Mạng,https://ohitv.info/phim-le/bay-nuot-mang/,2024-05-29,6.7,1080p,Phim Hình Sự,"Bẫy Nuốt Mạng mở màn với hàng loạt sự cố chết người gây xôn xao dư luận Hàn Quốc. Tuy nhiên, đằng sau những tai nạn ngẫu nhiên này là một cái ...",2024-09-17
post-20137,Furiosa: Câu Chuyện Từ Max Điên,https://ohitv.info/phim-le/furiosa-cau-chuyen-tu-max-dien/,2024-05-22,7.9,1080p,Phim Chiếu Rạp,"Câu chuyện bắt đầu từ lúc thế giới sụp đổ, đẩy Furiosa vào một cuộc hành trình đầy nguy hiểm và khắc nghiệt để tự cứu lấy mình và tìm đường trở ...",2024-09-17
post-20137,Furiosa: Câu Chuyện Từ Max Điên,https://ohitv.info/phim-le/furiosa-cau-chuyen-tu-max-dien/,2024-05-22,7.9,1080p,Phim Hành Động,"Câu chuyện bắt đầu từ lúc thế giới sụp đổ, đẩy Furiosa vào một cuộc hành trình đầy nguy hiểm và khắc nghiệt để tự cứu lấy mình và tìm đường trở ...",2024-09-17
post-20137,Furiosa: Câu Chuyện Từ Max Điên,https://ohitv.info/phim-le/furiosa-cau-chuyen-tu-max-dien/,2024-05-22,7.9,1080p,Phim Khoa Học Viễn Tưởng,"Câu chuyện bắt đầu từ lúc thế giới sụp đổ, đẩy Furiosa vào một cuộc hành trình đầy nguy hiểm và khắc nghiệt để tự cứu lấy mình và tìm đường trở ...",2024-09-17
post-20137,Furiosa: Câu Chuyện Từ Max Điên,https://ohitv.info/phim-le/furiosa-cau-chuyen-tu-max-dien/,2024-05-22,7.9,1080p,Phim Phiêu Lưu,"Câu chuyện bắt đầu từ lúc thế giới sụp đổ, đẩy Furiosa vào một cuộc hành trình đầy nguy hiểm và khắc nghiệt để tự cứu lấy mình và tìm đường trở ...",2024-09-17
post-24642,Stalker: Tội Ác Hoàn Hảo,https://ohitv.info/phim-le/stalker-toi-ac-hoan-hao-following/,2024-05-15,7.5,1080p,Phim Bí Ẩn,"Stalker: Tội Ác Hoàn Hảo – Stalker: Tội Ác Hoàn Hảo (2024) Stalker: Tội Ác Hoàn Hảo, nhân vật Han Sora là một “influencer” – người nổi tiếng trên ...",2024-09-17
post-24642,Stalker: Tội Ác Hoàn Hảo,https://ohitv.info/phim-le/stalker-toi-ac-hoan-hao-following/,2024-05-15,7.5,1080p,Phim Chiếu Rạp,"Stalker: Tội Ác Hoàn Hảo – Stalker: Tội Ác Hoàn Hảo (2024) Stalker: Tội Ác Hoàn Hảo, nhân vật Han Sora là một “influencer” – người nổi tiếng trên ...",2024-09-17
post-24642,Stalker: Tội Ác Hoàn Hảo,https://ohitv.info/phim-le/stalker-toi-ac-hoan-hao-following/,2024-05-15,7.5,1080p,Phim Gây Cấn,"Stalker: Tội Ác Hoàn Hảo – Stalker: Tội Ác Hoàn Hảo (2024) Stalker: Tội Ác Hoàn Hảo, nhân vật Han Sora là một “influencer” – người nổi tiếng trên ...",2024-09-17
post-27548,Chờ Người Nơi Pháo Hoa Rực Rỡ,https://ohitv.info/phim-le/cho-nguoi-noi-phao-hoa-ruc-ro/,2024-05-10,6.3,,Phim Chiếu Rạp,"Tian Yu, một nhà văn đến từ Hong Kong, quyết định thực hiện một chuyến đi đơn độc đến Đài Bắc để tìm kiếm sự yên bình bằng cách tìm kiếm ...",2024-09-17
post-27548,Chờ Người Nơi Pháo Hoa Rực Rỡ,https://ohitv.info/phim-le/cho-nguoi-noi-phao-hoa-ruc-ro/,2024-05-10,6.3,,Phim Chính Kịch,"Tian Yu, một nhà văn đến từ Hong Kong, quyết định thực hiện một chuyến đi đơn độc đến Đài Bắc để tìm kiếm sự yên bình bằng cách tìm kiếm ...",2024-09-17
post-27548,Chờ Người Nơi Pháo Hoa Rực Rỡ,https://ohitv.info/phim-le/cho-nguoi-noi-phao-hoa-ruc-ro/,2024-05-10,6.3,,Phim Lãng Mạn,"Tian Yu, một nhà văn đến từ Hong Kong, quyết định thực hiện một chuyến đi đơn độc đến Đài Bắc để tìm kiếm sự yên bình bằng cách tìm kiếm ...",2024-09-17
post-18851,Những Người Bạn Tưởng Tượng,https://ohitv.info/phim-le/nhung-nguoi-ban-tuong-tuong/,2024-05-08,6.9,1080p,Phim Chiếu Rạp,"Những Người Bạn Tưởng Tượng kể về câu chuyện của Mia, một cô bé mười tuổi nhạy cảm và giàu lòng nhân ái. Một ngày nọ, Mia bất ngờ phát hiện ra ...",2024-09-17
post-18851,Những Người Bạn Tưởng Tượng,https://ohitv.info/phim-le/nhung-nguoi-ban-tuong-tuong/,2024-05-08,6.9,1080p,Phim Gia Đình,"Những Người Bạn Tưởng Tượng kể về câu chuyện của Mia, một cô bé mười tuổi nhạy cảm và giàu lòng nhân ái. Một ngày nọ, Mia bất ngờ phát hiện ra ...",2024-09-17
post-18851,Những Người Bạn Tưởng Tượng,https://ohitv.info/phim-le/nhung-nguoi-ban-tuong-tuong/,2024-05-08,6.9,1080p,Phim Giả Tượng,"Những Người Bạn Tưởng Tượng kể về câu chuyện của Mia, một cô bé mười tuổi nhạy cảm và giàu lòng nhân ái. Một ngày nọ, Mia bất ngờ phát hiện ra ...",2024-09-17
post-18851,Những Người Bạn Tưởng Tượng,https://ohitv.info/phim-le/nhung-nguoi-ban-tuong-tuong/,2024-05-08,6.9,1080p,Phim Hài,"Những Người Bạn Tưởng Tượng kể về câu chuyện của Mia, một cô bé mười tuổi nhạy cảm và giàu lòng nhân ái. Một ngày nọ, Mia bất ngờ phát hiện ra ...",2024-09-17
post-17784,Hành Tinh Khỉ: Vương Quốc Mới,https://ohitv.info/phim-le/hanh-tinh-khi-vuong-quoc-moi/,2024-05-08,0.0,1080p,Phim Chiếu Rạp,"“Hành Tinh Khỉ: Vương Quốc Mới” là một bộ phim mang đậm tinh thần hành động và khoa học viễn tưởng, lấy bối cảnh nhiều năm sau sự ...",2024-09-17
post-17784,Hành Tinh Khỉ: Vương Quốc Mới,https://ohitv.info/phim-le/hanh-tinh-khi-vuong-quoc-moi/,2024-05-08,0.0,1080p,Phim Hành Động,"“Hành Tinh Khỉ: Vương Quốc Mới” là một bộ phim mang đậm tinh thần hành động và khoa học viễn tưởng, lấy bối cảnh nhiều năm sau sự ...",2024-09-17
post-17784,Hành Tinh Khỉ: Vương Quốc Mới,https://ohitv.info/phim-le/hanh-tinh-khi-vuong-quoc-moi/,2024-05-08,0.0,1080p,Phim Khoa Học Viễn Tưởng,"“Hành Tinh Khỉ: Vương Quốc Mới” là một bộ phim mang đậm tinh thần hành động và khoa học viễn tưởng, lấy bối cảnh nhiều năm sau sự ...",2024-09-17
post-17784,Hành Tinh Khỉ: Vương Quốc Mới,https://ohitv.info/phim-le/hanh-tinh-khi-vuong-quoc-moi/,2024-05-08,0.0,1080p,Phim Phiêu Lưu,"“Hành Tinh Khỉ: Vương Quốc Mới” là một bộ phim mang đậm tinh thần hành động và khoa học viễn tưởng, lấy bối cảnh nhiều năm sau sự ...",2024-09-17
post-23673,Lá Bài Ma Quỷ,https://ohitv.info/phim-le/la-bai-ma-quy/,2024-05-01,4.8,1080p,Phim Chiếu Rạp,“Lá Bài Ma Quỷ” là một bộ phim kinh dị ly kỳ kể về những hậu quả khủng khiếp sau khi một nhóm bạn trẻ phá vỡ quy tắc thiêng liêng của ...,2024-09-17
post-23673,Lá Bài Ma Quỷ,https://ohitv.info/phim-le/la-bai-ma-quy/,2024-05-01,4.8,1080p,Phim Kinh Dị,“Lá Bài Ma Quỷ” là một bộ phim kinh dị ly kỳ kể về những hậu quả khủng khiếp sau khi một nhóm bạn trẻ phá vỡ quy tắc thiêng liêng của ...,2024-09-17
post-24924,Garfield – Mèo Béo Siêu Quậy,https://ohitv.info/phim-le/garfield-meo-beo-sieu-quay/,2024-04-30,5.8,1080p,Phim Chiếu Rạp,"Trong bộ phim hoạt hình “Garfield – Mèo Béo Siêu Quậy,” chú mèo mê đồ ăn Garfield bất ngờ bị cuốn vào một vụ trộm để giúp cha mình – ...",2024-09-17
post-24924,Garfield – Mèo Béo Siêu Quậy,https://ohitv.info/phim-le/garfield-meo-beo-sieu-quay/,2024-04-30,5.8,1080p,Phim Gia Đình,"Trong bộ phim hoạt hình “Garfield – Mèo Béo Siêu Quậy,” chú mèo mê đồ ăn Garfield bất ngờ bị cuốn vào một vụ trộm để giúp cha mình – ...",2024-09-17
post-24924,Garfield – Mèo Béo Siêu Quậy,https://ohitv.info/phim-le/garfield-meo-beo-sieu-quay/,2024-04-30,5.8,1080p,Phim Hài,"Trong bộ phim hoạt hình “Garfield – Mèo Béo Siêu Quậy,” chú mèo mê đồ ăn Garfield bất ngờ bị cuốn vào một vụ trộm để giúp cha mình – ...",2024-09-17
post-24924,Garfield – Mèo Béo Siêu Quậy,https://ohitv.info/phim-le/garfield-meo-beo-sieu-quay/,2024-04-30,5.8,1080p,Phim Hoạt Hình,"Trong bộ phim hoạt hình “Garfield – Mèo Béo Siêu Quậy,” chú mèo mê đồ ăn Garfield bất ngờ bị cuốn vào một vụ trộm để giúp cha mình – ...",2024-09-17
post-24924,Garfield – Mèo Béo Siêu Quậy,https://ohitv.info/phim-le/garfield-meo-beo-sieu-quay/,2024-04-30,5.8,1080p,Phim Phiêu Lưu,"Trong bộ phim hoạt hình “Garfield – Mèo Béo Siêu Quậy,” chú mèo mê đồ ăn Garfield bất ngờ bị cuốn vào một vụ trộm để giúp cha mình – ...",2024-09-17
post-3245,Cuộc Gọi,https://ohitv.info/phim-le/cuoc-goi/,2020-11-27,7.1,1080p,Phim Bí Ẩn,"Bộ phim “Cuộc Gọi” nói về việc kết nối qua điện thoại giữa hai thời điểm khác nhau, cùng một căn nhà, nhưng chúng cách nhau 20 năm. ...",2024-09-17
post-16433,Vây Hãm: Kẻ Trừng Phạt,https://ohitv.info/phim-le/vay-ham-ke-trung-phat/,2024-04-24,6.9,1080p,Phim Chiếu Rạp,"“Vây Hãm: Kẻ Trừng Phạt” là phần thứ tư trong loạt phim hành động tội phạm nổi tiếng của Hàn Quốc, được đạo diễn bởi Heo Myung-haeng ...",2024-09-17
post-16433,Vây Hãm: Kẻ Trừng Phạt,https://ohitv.info/phim-le/vay-ham-ke-trung-phat/,2024-04-24,6.9,1080p,Phim Chính Kịch,"“Vây Hãm: Kẻ Trừng Phạt” là phần thứ tư trong loạt phim hành động tội phạm nổi tiếng của Hàn Quốc, được đạo diễn bởi Heo Myung-haeng ...",2024-09-17
post-16433,Vây Hãm: Kẻ Trừng Phạt,https://ohitv.info/phim-le/vay-ham-ke-trung-phat/,2024-04-24,6.9,1080p,Phim Hành Động,"“Vây Hãm: Kẻ Trừng Phạt” là phần thứ tư trong loạt phim hành động tội phạm nổi tiếng của Hàn Quốc, được đạo diễn bởi Heo Myung-haeng ...",2024-09-17
post-16433,Vây Hãm: Kẻ Trừng Phạt,https://ohitv.info/phim-le/vay-ham-ke-trung-phat/,2024-04-24,6.9,1080p,Phim Hình Sự,"“Vây Hãm: Kẻ Trừng Phạt” là phần thứ tư trong loạt phim hành động tội phạm nổi tiếng của Hàn Quốc, được đạo diễn bởi Heo Myung-haeng ...",2024-09-17
post-21767,Cửu Long Thành Trại: Vây Thành,https://ohitv.info/phim-le/cuu-long-thanh-trai-vay-thanh/,2024-04-23,7.5,1080p,Phim Chiếu Rạp,"Trong thập niên 80, khu vực “tam vô” khét tiếng ở Cửu Long Trại Thành là nơi tụ tập của các băng đảng xã hội đen, với đầy rẫy hiểm nguy. Thanh ...",2024-09-17
post-21767,Cửu Long Thành Trại: Vây Thành,https://ohitv.info/phim-le/cuu-long-thanh-trai-vay-thanh/,2024-04-23,7.5,1080p,Phim Gây Cấn,"Trong thập niên 80, khu vực “tam vô” khét tiếng ở Cửu Long Trại Thành là nơi tụ tập của các băng đảng xã hội đen, với đầy rẫy hiểm nguy. Thanh ...",2024-09-17
post-21767,Cửu Long Thành Trại: Vây Thành,https://ohitv.info/phim-le/cuu-long-thanh-trai-vay-thanh/,2024-04-23,7.5,1080p,Phim Hành Động,"Trong thập niên 80, khu vực “tam vô” khét tiếng ở Cửu Long Trại Thành là nơi tụ tập của các băng đảng xã hội đen, với đầy rẫy hiểm nguy. Thanh ...",2024-09-17
post-21767,Cửu Long Thành Trại: Vây Thành,https://ohitv.info/phim-le/cuu-long-thanh-trai-vay-thanh/,2024-04-23,7.5,1080p,Phim Hình Sự,"Trong thập niên 80, khu vực “tam vô” khét tiếng ở Cửu Long Trại Thành là nơi tụ tập của các băng đảng xã hội đen, với đầy rẫy hiểm nguy. Thanh ...",2024-09-17
post-15506,Ngày Tàn Của Đế Quốc,https://ohitv.info/phim-le/ngay-tan-cua-de-quoc/,2024-04-10,7.6,1080p,Phim Chiến Tranh,"Trong một tương lai u ám của Hoa Kỳ, một nhóm nhà báo cùng với quân đội bắt đầu cuộc hành trình xuyên qua đất nước Mỹ. Mục tiêu của họ là đến ...",2024-09-17
post-15506,Ngày Tàn Của Đế Quốc,https://ohitv.info/phim-le/ngay-tan-cua-de-quoc/,2024-04-10,7.6,1080p,Phim Chiếu Rạp,"Trong một tương lai u ám của Hoa Kỳ, một nhóm nhà báo cùng với quân đội bắt đầu cuộc hành trình xuyên qua đất nước Mỹ. Mục tiêu của họ là đến ...",2024-09-17
post-15506,Ngày Tàn Của Đế Quốc,https://ohitv.info/phim-le/ngay-tan-cua-de-quoc/,2024-04-10,7.6,1080p,Phim Chính Kịch,"Trong một tương lai u ám của Hoa Kỳ, một nhóm nhà báo cùng với quân đội bắt đầu cuộc hành trình xuyên qua đất nước Mỹ. Mục tiêu của họ là đến ...",2024-09-17
post-15506,Ngày Tàn Của Đế Quốc,https://ohitv.info/phim-le/ngay-tan-cua-de-quoc/,2024-04-10,7.6,1080p,Phim Hành Động,"Trong một tương lai u ám của Hoa Kỳ, một nhóm nhà báo cùng với quân đội bắt đầu cuộc hành trình xuyên qua đất nước Mỹ. Mục tiêu của họ là đến ...",2024-09-17
post-21194,Gia Tài Của Ngoại,https://ohitv.info/phim-le/gia-tai-cua-ngoai/,2024-04-04,8.4,1080p,Phim Chiếu Rạp,"Gia Tài Của Ngoại xoay quanh câu chuyện về M (do Billkin Putthipong thủ vai), một chàng trai trẻ thất nghiệp, luôn khao khát làm giàu nhanh ...",2024-09-17
